site_id,site_code,site_name,country_code,country,latitude,longitude,source_network,source_system,source_files,source_count,in_explorer,has_accessible_data,known_site_only,needs_manual_review,review_reason
DE-RuW,RuW,Wustebach,DE,Germany,50.50493,6.330963,European Fluxes Database;ICOS,explorer_accessible,24.explorerDocs/EFDC_SitesList.csv; 24.explorerDocs/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/allSites.xlsx#Sheet1; 24.explorerDocs/explorerSiteList_032026.xlsx#Sheet1; 24.explorerDocs/originals/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/unique_flux_sites.csv; assets/efd_curated_sites_snapshot.csv; assets/efd_sites_snapshot.csv; assets/icos_direct_fluxnet.csv; assets/shuttle_snapshot.csv; assets/site_name_metadata.csv,13,true,true,false,false,
DE-SbM,SbM,Sonnenberger Moor,DE,Germany,51.764927,10.51799,European Fluxes Database,explorer_accessible,24.explorerDocs/EFDC_SitesList.csv; 24.explorerDocs/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/allSites.xlsx#Sheet1; 24.explorerDocs/explorerSiteList_032026.xlsx#Sheet1; 24.explorerDocs/originals/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/unique_flux_sites.csv; assets/efd_sites_snapshot.csv; assets/icos_direct_fluxnet.csv; assets/shuttle_snapshot.csv; assets/site_name_metadata.csv,10,true,true,false,false,
DE-Sch,Sch,,DE,Germany,47.6,12.966667,Stoy only,external_docs,24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv,4,false,false,true,false,
DE-Seh,Seh,Selhausen,DE,Germany,50.870623,6.449653,Vegetation metadata,explorer_accessible,24.explorerDocs/EFDC_SitesList.csv; 24.explorerDocs/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/allSites.xlsx#Sheet1; 24.explorerDocs/explorerSiteList_032026.xlsx#Sheet1; 24.explorerDocs/originals/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/unique_flux_sites.csv; assets/efd_curated_sites_snapshot.csv; assets/efd_sites_snapshot.csv; assets/site_name_metadata.csv; assets/site_vegetation_metadata.csv; assets/siteinfo_fluxnet2015.csv,13,true,true,false,false,
DE-SfN,SfN,Schechenfilz Nord,DE,Germany,47.80639,11.3275,GHG-Europe; InGOS; ICOS,explorer_accessible,24.explorerDocs/EFDC_SitesList.csv; 24.explorerDocs/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/allSites.xlsx#Sheet1; 24.explorerDocs/explorerSiteList_032026.xlsx#Sheet1; 24.explorerDocs/originals/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/unique_flux_sites.csv; assets/efd_curated_sites_snapshot.csv; assets/efd_sites_snapshot.csv; assets/icos_direct_fluxnet.csv; assets/site_name_metadata.csv; assets/site_vegetation_metadata.csv; assets/siteinfo_fluxnet2015.csv,14,true,true,false,false,
DE-SfS,SfS,Schechenfilz Sued,DE,Germany,47.80629,11.32757,European_Fluxes,explorer_accessible,24.explorerDocs/EFDC_SitesList.csv; 24.explorerDocs/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/allSites.xlsx#Sheet1; 24.explorerDocs/explorerSiteList_032026.xlsx#Sheet1; 24.explorerDocs/originals/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/unique_flux_sites.csv; assets/efd_curated_sites_snapshot.csv; assets/efd_sites_snapshot.csv; assets/icos_direct_fluxnet.csv; assets/site_name_metadata.csv,10,true,true,false,false,
DE-Sng,Sng,,DE,Germany,51.75813,9.59333,Stoy only,external_docs,24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv,4,false,false,true,false,
DE-Spw,Spw,Spreewald,DE,Germany,51.89225,14.03369,Vegetation metadata,explorer_accessible,24.explorerDocs/EFDC_SitesList.csv; 24.explorerDocs/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/allSites.xlsx#Sheet1; 24.explorerDocs/explorerSiteList_032026.xlsx#Sheet1; 24.explorerDocs/originals/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/unique_flux_sites.csv; assets/efd_curated_sites_snapshot.csv; assets/efd_sites_snapshot.csv; assets/site_name_metadata.csv; assets/site_vegetation_metadata.csv; assets/siteinfo_fluxnet2015.csv,13,true,true,false,false,
DE-Tha,Tha,Tharandt,DE,Germany,50.962597,13.565333,CarboEuropeIP; CarboEuroFlux; EuroFlux; ICOS; CarboExtreme,explorer_accessible,24.explorerDocs/EFDC_SitesList.csv; 24.explorerDocs/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/allSites.xlsx#Sheet1; 24.explorerDocs/explorerSiteList_032026.xlsx#Sheet1; 24.explorerDocs/originals/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/unique_flux_sites.csv; assets/efd_curated_sites_snapshot.csv; assets/efd_sites_snapshot.csv; assets/icos_direct_fluxnet.csv; assets/shuttle_snapshot.csv; assets/site_name_metadata.csv; assets/site_vegetation_metadata.csv; assets/siteinfo_fluxnet2015.csv,15,true,true,false,false,
DE-UtM,UtM,Uchter Moor,DE,Germany,52.5083,8.825833,European_Fluxes,explorer_accessible,24.explorerDocs/EFDC_SitesList.csv; 24.explorerDocs/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/allSites.xlsx#Sheet1; 24.explorerDocs/originals/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv; assets/efd_curated_sites_snapshot.csv; assets/efd_sites_snapshot.csv; assets/site_name_metadata.csv,11,true,true,false,false,
DE-Wet,Wet,Wetzstein,DE,Germany,50.4535,11.457533,CarboEuropeIP,explorer_accessible,24.explorerDocs/EFDC_SitesList.csv; 24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv; assets/efd_curated_sites_snapshot.csv; assets/efd_sites_snapshot.csv,7,true,true,false,false,
DE-Zrk,Zrk,Zarnekow,DE,Germany,53.875943,12.88901,Vegetation metadata,explorer_accessible,24.explorerDocs/EFDC_SitesList.csv; 24.explorerDocs/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/allSites.xlsx#Sheet1; 24.explorerDocs/explorerSiteList_032026.xlsx#Sheet1; 24.explorerDocs/originals/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/unique_flux_sites.csv; assets/efd_curated_sites_snapshot.csv; assets/efd_sites_snapshot.csv; assets/site_name_metadata.csv; assets/site_vegetation_metadata.csv; assets/siteinfo_fluxnet2015.csv,13,true,true,false,false,
DFR,DFR,Dry Dipterocarp Forest Flux Ratchaburi,,,13.583333,99.5,Site metadata,explorer_repo_metadata,24.explorerDocs/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/allSites.xlsx#Sheet1; 24.explorerDocs/originals/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv; assets/site_name_metadata.csv,6,false,false,true,true,country_code could not be inferred confidently
DK-Eng,Eng,Enghave,DK,Denmark,55.690528,12.19175,Vegetation metadata,explorer_accessible,24.explorerDocs/EFDC_SitesList.csv; 24.explorerDocs/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/allSites.xlsx#Sheet1; 24.explorerDocs/explorerSiteList_032026.xlsx#Sheet1; 24.explorerDocs/originals/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/unique_flux_sites.csv; assets/efd_curated_sites_snapshot.csv; assets/efd_sites_snapshot.csv; assets/site_name_metadata.csv; assets/site_vegetation_metadata.csv; assets/siteinfo_fluxnet2015.csv,13,true,true,false,false,
DK-Fou,Fou,Foulum,DK,Denmark,56.4842,9.58722,Vegetation metadata,explorer_accessible,24.explorerDocs/EFDC_SitesList.csv; 24.explorerDocs/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/allSites.xlsx#Sheet1; 24.explorerDocs/explorerSiteList_032026.xlsx#Sheet1; 24.explorerDocs/originals/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/unique_flux_sites.csv; assets/efd_curated_sites_snapshot.csv; assets/efd_sites_snapshot.csv; assets/site_name_metadata.csv; assets/site_vegetation_metadata.csv; assets/siteinfo_fluxnet2015.csv,13,true,true,false,false,
DK-Gds,Gds,Gludsted Plantage,DK,Denmark,56.0737,9.3341,European Fluxes Database;ICOS,explorer_accessible,24.explorerDocs/EFDC_SitesList.csv; 24.explorerDocs/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/allSites.xlsx#Sheet1; 24.explorerDocs/explorerSiteList_032026.xlsx#Sheet1; 24.explorerDocs/originals/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/unique_flux_sites.csv; assets/efd_curated_sites_snapshot.csv; assets/efd_sites_snapshot.csv; assets/icos_direct_fluxnet.csv; assets/shuttle_snapshot.csv; assets/site_name_metadata.csv,13,true,true,false,false,
DK-Lva,Lva,Rimi,DK,Denmark,55.6833,12.0833,CarboEuropeIP; GreenGrass,explorer_accessible,24.explorerDocs/EFDC_SitesList.csv; 24.explorerDocs/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/allSites.xlsx#Sheet1; 24.explorerDocs/originals/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv; assets/efd_curated_sites_snapshot.csv; assets/efd_sites_snapshot.csv; assets/site_name_metadata.csv,11,true,true,false,false,
DK-MkA,MkA,,DK,Denmark,56.38131,10.39461,Stoy only,external_docs,24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv,4,false,false,true,false,
DK-MkG,MkG,,DK,Denmark,56.38178,10.40312,Stoy only,external_docs,24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv,4,false,false,true,false,
DK-MkR,MkR,,DK,Denmark,56.38179,10.4006,Stoy only,external_docs,24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv,4,false,false,true,false,
DK-RCT,RCT,Risø Campus Tower,DK,Denmark,55.694101,12.088284,Stoy only,explorer_accessible,24.explorerDocs/EFDC_SitesList.csv; 24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv; assets/efd_curated_sites_snapshot.csv; assets/efd_sites_snapshot.csv,7,true,true,false,false,
DK-RCW,RCW,Risø Campus Willow,DK,Denmark,55.680683,12.101398,European Fluxes Database;ICOS,explorer_accessible,24.explorerDocs/EFDC_SitesList.csv; 24.explorerDocs/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/allSites.xlsx#Sheet1; 24.explorerDocs/explorerSiteList_032026.xlsx#Sheet1; 24.explorerDocs/originals/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/unique_flux_sites.csv; assets/efd_curated_sites_snapshot.csv; assets/efd_sites_snapshot.csv; assets/icos_direct_fluxnet.csv; assets/shuttle_snapshot.csv; assets/site_name_metadata.csv,13,true,true,false,false,
DK-Ris,Ris,Risbyholm,DK,Denmark,55.530278,12.097222,CarboEuropeIP,explorer_accessible,24.explorerDocs/EFDC_SitesList.csv; 24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv; assets/efd_curated_sites_snapshot.csv; assets/efd_sites_snapshot.csv,7,true,true,false,false,
DK-SVA,SVA,,DK,Denmark,57.23313,9.84435,Stoy only,external_docs,24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv,4,false,false,true,false,
DK-SVG,SVG,,DK,Denmark,57.22988,9.83291,Stoy only,external_docs,24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv,4,false,false,true,false,
DK-SVR,SVR,,DK,Denmark,57.23312,9.84462,Stoy only,external_docs,24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv,4,false,false,true,false,
DK-SkA,SkA,,DK,Denmark,55.93777,8.44656,Stoy only,external_docs,24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv,4,false,false,true,false,
DK-SkG,SkG,,DK,Denmark,55.94116,8.447355,Stoy only,external_docs,24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv,4,false,false,true,false,
DK-Skj,Skj,Skjern,DK,Denmark,55.91273,8.40481,European Fluxes Database;ICOS,explorer_accessible,24.explorerDocs/EFDC_SitesList.csv; 24.explorerDocs/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/allSites.xlsx#Sheet1; 24.explorerDocs/explorerSiteList_032026.xlsx#Sheet1; 24.explorerDocs/originals/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/unique_flux_sites.csv; assets/efd_curated_sites_snapshot.csv; assets/efd_sites_snapshot.csv; assets/icos_direct_fluxnet.csv; assets/shuttle_snapshot.csv; assets/site_name_metadata.csv,13,true,true,false,false,
DK-Sor,Sor,Soroe,DK,Denmark,55.48587,11.644645,CarboEuropeIP; CarboEuroFlux; EuroFlux; IMECC; CarboExtreme; ICOS,explorer_accessible,24.explorerDocs/EFDC_SitesList.csv; 24.explorerDocs/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/allSites.xlsx#Sheet1; 24.explorerDocs/explorerSiteList_032026.xlsx#Sheet1; 24.explorerDocs/originals/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/unique_flux_sites.csv; assets/efd_curated_sites_snapshot.csv; assets/efd_sites_snapshot.csv; assets/icos_direct_fluxnet.csv; assets/shuttle_snapshot.csv; assets/site_name_metadata.csv; assets/site_vegetation_metadata.csv; assets/siteinfo_fluxnet2015.csv,15,true,true,false,false,
DK-Ulb,Ulb,,DK,Denmark,56.291028,8.428028,Stoy only,external_docs,24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv,4,false,false,true,false,
DK-Vng,Vng,Voulundgaard,DK,Denmark,56.037476,9.160709,European Fluxes Database;ICOS,explorer_accessible,24.explorerDocs/EFDC_SitesList.csv; 24.explorerDocs/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/allSites.xlsx#Sheet1; 24.explorerDocs/explorerSiteList_032026.xlsx#Sheet1; 24.explorerDocs/originals/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/unique_flux_sites.csv; assets/efd_curated_sites_snapshot.csv; assets/efd_sites_snapshot.csv; assets/icos_direct_fluxnet.csv; assets/shuttle_snapshot.csv; assets/site_name_metadata.csv,13,true,true,false,false,
DSX,DSX,Desert Steppe _ Xilingol Temperate Grassland Ecosystem Research Station,,,44.088889,113.574167,Site metadata,explorer_repo_metadata,24.explorerDocs/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/allSites.xlsx#Sheet1; 24.explorerDocs/originals/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv; assets/site_name_metadata.csv,6,false,false,true,true,country_code could not be inferred confidently
DTK,DTK,Dasan Station site,,,78.916667,11.933333,Site metadata,explorer_repo_metadata,24.explorerDocs/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/allSites.xlsx#Sheet1; 24.explorerDocs/originals/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv; assets/site_name_metadata.csv,6,false,false,true,true,country_code could not be inferred confidently
DTP,DTP,Degraded Tropical Peatland,,,0.699491,102.793305,Site metadata,explorer_repo_metadata,24.explorerDocs/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/allSites.xlsx#Sheet1; 24.explorerDocs/originals/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv; assets/site_name_metadata.csv,6,false,false,true,true,country_code could not be inferred confidently; multiple possible candidate merges were observed: ID-DTP
DTT,DTT,"Diverse land-cover site at Tak, Thailand",,,16.93806,99.429889,Site metadata,explorer_repo_metadata,24.explorerDocs/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/allSites.xlsx#Sheet1; 24.explorerDocs/originals/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv; assets/site_name_metadata.csv,6,false,false,true,true,country_code could not be inferred confidently
DW7,DW7,Dongwu steppe,,,45.56,117.000278,Site metadata,explorer_repo_metadata,24.explorerDocs/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/allSites.xlsx#Sheet1; 24.explorerDocs/originals/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv; assets/site_name_metadata.csv,6,false,false,true,true,country_code could not be inferred confidently
EE-Aar,Aar,,EE,Estonia,58.31305,26.74388,Stoy only,external_docs,24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv,4,false,false,true,false,
EE-Ag1,Ag1,Agali-1,EE,Estonia,58.287669,27.283174,European_Fluxes,explorer_repo_metadata,24.explorerDocs/EFDC_SitesList.csv; 24.explorerDocs/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/allSites.xlsx#Sheet1; 24.explorerDocs/originals/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv; assets/efd_sites_snapshot.csv; assets/site_name_metadata.csv,8,false,false,true,false,
EE-Ag2,Ag2,Agali-2,EE,Estonia,58.289984,27.317972,European_Fluxes,explorer_repo_metadata,24.explorerDocs/EFDC_SitesList.csv; 24.explorerDocs/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/allSites.xlsx#Sheet1; 24.explorerDocs/originals/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv; assets/efd_sites_snapshot.csv; assets/site_name_metadata.csv,8,false,false,true,false,
EE-Aga,Aga,,EE,Estonia,58.287472,27.283525,Stoy only,external_docs,24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv,4,false,false,true,false,
EE-Hi1,Hi1,,EE,Estonia,59.3505,27.1008,Stoy only,external_docs,24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv,4,false,false,true,false,
EE-Hi2,Hi2,,EE,Estonia,59.3519,27.1016,Stoy only,external_docs,24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv,4,false,false,true,false,
EE-Jvs,Jvs,Järvselja,EE,Estonia,58.274211,27.309952,European_Fluxes,explorer_repo_metadata,24.explorerDocs/EFDC_SitesList.csv; 24.explorerDocs/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/allSites.xlsx#Sheet1; 24.explorerDocs/originals/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv; assets/efd_sites_snapshot.csv; assets/site_name_metadata.csv,10,false,false,true,false,
EE-Ka1,Ka1,,EE,Estonia,59.1411,27.6531,Stoy only,external_docs,24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv,4,false,false,true,false,
EE-Ka2,Ka2,,EE,Estonia,59.1459,27.6636,Stoy only,external_docs,24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv,4,false,false,true,false,
EE-Ka3,Ka3,,EE,Estonia,59.1417,27.6778,Stoy only,external_docs,24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv,4,false,false,true,false,
EE-Kru,Kru,Kauru,EE,Estonia,58.76435,26.113407,European_Fluxes,explorer_repo_metadata,24.explorerDocs/EFDC_SitesList.csv; 24.explorerDocs/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/allSites.xlsx#Sheet1; 24.explorerDocs/originals/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv; assets/efd_sites_snapshot.csv; assets/site_name_metadata.csv,8,false,false,true,false,
EE-Ku1,Ku1,,EE,Estonia,58.4736,25.2125,Stoy only,external_docs,24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv,4,false,false,true,false,
EE-Ku2,Ku2,,EE,Estonia,58.4744,25.2008,Stoy only,external_docs,24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv,4,false,false,true,false,
EE-Lv1,Lv1,,EE,Estonia,58.5727,24.3819,Stoy only,external_docs,24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv,4,false,false,true,false,
EE-Lv2,Lv2,,EE,Estonia,58.5719,24.3908,Stoy only,external_docs,24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv,4,false,false,true,false,
EE-Lv3,Lv3,,EE,Estonia,58.573,24.3858,Stoy only,external_docs,24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv,4,false,false,true,false,
EE-Mam,Mam,,EE,Estonia,58.5791,24.4266,Stoy only,external_docs,24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv,4,false,false,true,false,
EE-Pdv,Pdv,,EE,Estonia,59.0866,26.3744,Stoy only,external_docs,24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv,4,false,false,true,false,
EE-Ph1,Ph1,,EE,Estonia,59.2658,27.6316,Stoy only,external_docs,24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv,4,false,false,true,false,
EE-Ph2,Ph2,,EE,Estonia,59.2659,27.6314,Stoy only,external_docs,24.explorerDocs/Towers_Stoy.csv; 24.explorerDocs/originals/Towers_Stoy.csv; 24.explorerDocs/sites_not_in_explorer.csv; 24.explorerDocs/unique_flux_sites.csv,4,false,false,true,false,
EE-Pts,Pts,Pitsalu,EE,Estonia,58.562298,24.369932,European Fluxes Database;GHG-Europe,explorer_accessible,24.explorerDocs/EFDC_SitesList.csv; 24.explorerDocs/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/allSites.xlsx#Sheet1; 24.explorerDocs/explorerSiteList_032026.xlsx#Sheet1; 24.explorerDocs/originals/FluxSite_List_Pingyu.xlsx#Sheet1; 24.explorerDocs/unique_flux_sites.csv; assets/efd_curated_sites_snapshot.csv; assets/efd_sites_snapshot.csv; assets/icos_direct_fluxnet.csv; assets/shuttle_snapshot.csv; assets/site_name_metadata.csv,11,true,true,false,false,
EE-Rmb,Rmb,Rumba,EE,Estonia,58.717913,24.134344,EFD,explorer_repo_metadata,24.explorerDocs/EFDC_SitesList.csv; assets/efd_sites_snapshot.csv,2,false,false,true,false,
