site_id,site_name,country,data_hub,network,source_network,vegetation_type,first_year,last_year,latitude,longitude,download_link,download_mode,source,source_label,source_reason,source_priority,source_origin,object_id,file_name,direct_download_url,metadata_url,access_url,object_spec,project,coverage_start,coverage_end,production_end,citation
DE-Gri,Grillenburg,DE,ICOS,FLX,FLX,Grasslands,2004,2020,50.950005,13.512533,https://data.icos-cp.eu/licence_accept?ids=%5B%22Jh-5n8jmckZX96mRSbLlYlZp%22%5D&fileName=FLX_DE-Gri_FLUXNET2015_FULLSET_2004-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,Jh-5n8jmckZX96mRSbLlYlZp,FLX_DE-Gri_FLUXNET2015_FULLSET_2004-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22Jh-5n8jmckZX96mRSbLlYlZp%22%5D&fileName=FLX_DE-Gri_FLUXNET2015_FULLSET_2004-2020_beta-3.zip,https://meta.icos-cp.eu/objects/Jh-5n8jmckZX96mRSbLlYlZp,https://data.icos-cp.eu/objects/Jh-5n8jmckZX96mRSbLlYlZp,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2004-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:38:47.556360Z,"Bernhofer, C., Gruenwald, J.T., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Grillenburg. https://doi.org/10.18160/A4NW-3VE1"
DE-Hai,Hainich,DE,ICOS,FLX,FLX,Deciduous Broadleaf Forests,2000,2020,51.079212,10.452168,https://data.icos-cp.eu/licence_accept?ids=%5B%22sBVCFgtbGsIf7OefkrQ0Ahnp%22%5D&fileName=FLX_DE-Hai_FLUXNET2015_FULLSET_2000-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,sBVCFgtbGsIf7OefkrQ0Ahnp,FLX_DE-Hai_FLUXNET2015_FULLSET_2000-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22sBVCFgtbGsIf7OefkrQ0Ahnp%22%5D&fileName=FLX_DE-Hai_FLUXNET2015_FULLSET_2000-2020_beta-3.zip,https://meta.icos-cp.eu/objects/sBVCFgtbGsIf7OefkrQ0Ahnp,https://data.icos-cp.eu/objects/sBVCFgtbGsIf7OefkrQ0Ahnp,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2000-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:38:57.341749Z,"Knohl, A., Siebicke, L., Tiedemann, F., Kolle, O., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Hainich. https://doi.org/10.18160/CR66-PJ24"
DE-HoH,Hohes Holz,DE,ICOS,FLX,FLX,Deciduous Broadleaf Forests,2015,2020,52.08656,11.22235,https://data.icos-cp.eu/licence_accept?ids=%5B%22BlmyC43RrLhzqezyaEPJcJDs%22%5D&fileName=FLX_DE-HoH_FLUXNET2015_FULLSET_2015-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,BlmyC43RrLhzqezyaEPJcJDs,FLX_DE-HoH_FLUXNET2015_FULLSET_2015-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22BlmyC43RrLhzqezyaEPJcJDs%22%5D&fileName=FLX_DE-HoH_FLUXNET2015_FULLSET_2015-2020_beta-3.zip,https://meta.icos-cp.eu/objects/BlmyC43RrLhzqezyaEPJcJDs,https://data.icos-cp.eu/objects/BlmyC43RrLhzqezyaEPJcJDs,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2015-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:39:00.967619Z,"Rebmann, C., Dienstbach, L., Gimper, S., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Hohes Holz. https://doi.org/10.18160/RRBD-7EME"
DE-Hte,Huetelmoor,DE,ICOS,FLX,FLX,Permanent Wetlands,2009,2018,54.210278,12.176111,https://data.icos-cp.eu/licence_accept?ids=%5B%22TYQgl69CfnxgVSOxKnE5R6ri%22%5D&fileName=FLX_DE-Hte_FLUXNET2015_FULLSET_2009-2018_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,TYQgl69CfnxgVSOxKnE5R6ri,FLX_DE-Hte_FLUXNET2015_FULLSET_2009-2018_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22TYQgl69CfnxgVSOxKnE5R6ri%22%5D&fileName=FLX_DE-Hte_FLUXNET2015_FULLSET_2009-2018_beta-3.zip,https://meta.icos-cp.eu/objects/TYQgl69CfnxgVSOxKnE5R6ri,https://data.icos-cp.eu/objects/TYQgl69CfnxgVSOxKnE5R6ri,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2009-01-01T00:00:00Z,2019-01-01T00:00:00Z,2020-03-06T10:56:36.229Z,"Koebsch, F., Jurasinski, G., ICOS Ecosystem Thematic Centre, 2020. Drought-2018 ecosystem eddy covariance flux product from Huetelmoor. https://doi.org/10.18160/63V0-08T4"
DE-Hzd,Hetzdorf,DE,ICOS,FLX,FLX,Deciduous Broadleaf Forests,2010,2020,50.96381,13.48978,https://data.icos-cp.eu/licence_accept?ids=%5B%22EZHo_gAaLBVl-IVi1vQkbMXC%22%5D&fileName=FLX_DE-Hzd_FLUXNET2015_FULLSET_2010-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,EZHo_gAaLBVl-IVi1vQkbMXC,FLX_DE-Hzd_FLUXNET2015_FULLSET_2010-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22EZHo_gAaLBVl-IVi1vQkbMXC%22%5D&fileName=FLX_DE-Hzd_FLUXNET2015_FULLSET_2010-2020_beta-3.zip,https://meta.icos-cp.eu/objects/EZHo_gAaLBVl-IVi1vQkbMXC,https://data.icos-cp.eu/objects/EZHo_gAaLBVl-IVi1vQkbMXC,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2010-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:39:04.767081Z,"Bernhofer, C., Gruenwald, J.T., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Hetzdorf. https://doi.org/10.18160/GBJS-Y2FT"
DE-Kli,Klingenberg,DE,ICOS,FLX,FLX,Croplands,2004,2020,50.893044,13.5223,https://data.icos-cp.eu/licence_accept?ids=%5B%22-WFim63uPpLX_IiRm9IxrOg9%22%5D&fileName=FLX_DE-Kli_FLUXNET2015_FULLSET_2004-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,-WFim63uPpLX_IiRm9IxrOg9,FLX_DE-Kli_FLUXNET2015_FULLSET_2004-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22-WFim63uPpLX_IiRm9IxrOg9%22%5D&fileName=FLX_DE-Kli_FLUXNET2015_FULLSET_2004-2020_beta-3.zip,https://meta.icos-cp.eu/objects/-WFim63uPpLX_IiRm9IxrOg9,https://data.icos-cp.eu/objects/-WFim63uPpLX_IiRm9IxrOg9,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2004-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:39:09.692026Z,"Bernhofer, C., Gruenwald, J.T., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Klingenberg. https://doi.org/10.18160/76VR-FWJ6"
DE-Obe,Oberbarenburg,DE,ICOS,FLX,FLX,Evergreen Needleleaf Forests,2008,2020,50.7864,13.72168,https://data.icos-cp.eu/licence_accept?ids=%5B%22rzi8u2i04Cyk9N2CROurUkRf%22%5D&fileName=FLX_DE-Obe_FLUXNET2015_FULLSET_2008-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,rzi8u2i04Cyk9N2CROurUkRf,FLX_DE-Obe_FLUXNET2015_FULLSET_2008-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22rzi8u2i04Cyk9N2CROurUkRf%22%5D&fileName=FLX_DE-Obe_FLUXNET2015_FULLSET_2008-2020_beta-3.zip,https://meta.icos-cp.eu/objects/rzi8u2i04Cyk9N2CROurUkRf,https://data.icos-cp.eu/objects/rzi8u2i04Cyk9N2CROurUkRf,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2008-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:39:16.405343Z,"Bernhofer, C., Gruenwald, J.T., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Oberbärenburg. https://doi.org/10.18160/05Y0-QP67"
DE-RuR,Rollesbroich,DE,ICOS,FLX,FLX,Grasslands,2011,2020,50.621914,6.304126,https://data.icos-cp.eu/licence_accept?ids=%5B%22hogAkuOsIxDDMlv7lkiNap5q%22%5D&fileName=FLX_DE-RuR_FLUXNET2015_FULLSET_2011-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,hogAkuOsIxDDMlv7lkiNap5q,FLX_DE-RuR_FLUXNET2015_FULLSET_2011-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22hogAkuOsIxDDMlv7lkiNap5q%22%5D&fileName=FLX_DE-RuR_FLUXNET2015_FULLSET_2011-2020_beta-3.zip,https://meta.icos-cp.eu/objects/hogAkuOsIxDDMlv7lkiNap5q,https://data.icos-cp.eu/objects/hogAkuOsIxDDMlv7lkiNap5q,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2011-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:39:26.492208Z,"Schmidt, M., Graf, A., Dolfus, D., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Rollesbroich. https://doi.org/10.18160/Q02V-HAN4"
DE-RuS,Selhausen Juelich,DE,ICOS,FLX,FLX,Croplands,2011,2020,50.865906,6.447145,https://data.icos-cp.eu/licence_accept?ids=%5B%22lttDaMaEVOvI2O0C5QEReMic%22%5D&fileName=FLX_DE-RuS_FLUXNET2015_FULLSET_2011-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,lttDaMaEVOvI2O0C5QEReMic,FLX_DE-RuS_FLUXNET2015_FULLSET_2011-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22lttDaMaEVOvI2O0C5QEReMic%22%5D&fileName=FLX_DE-RuS_FLUXNET2015_FULLSET_2011-2020_beta-3.zip,https://meta.icos-cp.eu/objects/lttDaMaEVOvI2O0C5QEReMic,https://data.icos-cp.eu/objects/lttDaMaEVOvI2O0C5QEReMic,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2011-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:39:32.132290Z,"Schmidt, M., Graf, A., Dolfus, D., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Selhausen Juelich. https://doi.org/10.18160/BS3C-CVQ0"
DE-RuW,Wustebach,DE,ICOS,FLX,FLX,Evergreen Needleleaf Forests,2012,2020,50.50493,6.330963,https://data.icos-cp.eu/licence_accept?ids=%5B%22WzyCGq6j5iu16szOJl4sbhQc%22%5D&fileName=FLX_DE-RuW_FLUXNET2015_FULLSET_2012-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,WzyCGq6j5iu16szOJl4sbhQc,FLX_DE-RuW_FLUXNET2015_FULLSET_2012-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22WzyCGq6j5iu16szOJl4sbhQc%22%5D&fileName=FLX_DE-RuW_FLUXNET2015_FULLSET_2012-2020_beta-3.zip,https://meta.icos-cp.eu/objects/WzyCGq6j5iu16szOJl4sbhQc,https://data.icos-cp.eu/objects/WzyCGq6j5iu16szOJl4sbhQc,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2012-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:39:37.235999Z,"Schmidt, M., Graf, A., Drüe, C., Dolfus, D., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Wustebach. https://doi.org/10.18160/JX9W-FBEJ"
DE-Tha,Tharandt,DE,ICOS,FLX,FLX,Evergreen Needleleaf Forests,1996,2020,50.962597,13.565333,https://data.icos-cp.eu/licence_accept?ids=%5B%22-kQhLRmom_xBsI_1nZISHXvN%22%5D&fileName=FLX_DE-Tha_FLUXNET2015_FULLSET_1996-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,-kQhLRmom_xBsI_1nZISHXvN,FLX_DE-Tha_FLUXNET2015_FULLSET_1996-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22-kQhLRmom_xBsI_1nZISHXvN%22%5D&fileName=FLX_DE-Tha_FLUXNET2015_FULLSET_1996-2020_beta-3.zip,https://meta.icos-cp.eu/objects/-kQhLRmom_xBsI_1nZISHXvN,https://data.icos-cp.eu/objects/-kQhLRmom_xBsI_1nZISHXvN,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,1996-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:39:43.639485Z,"Bernhofer, C., Gruenwald, J.T., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Tharandt. https://doi.org/10.18160/8FBV-1K18"
DK-Gds,Gludsted Plantage,DK,ICOS,FLX,FLX,Evergreen Needleleaf Forests,2020,2020,56.0737,9.3341,https://data.icos-cp.eu/licence_accept?ids=%5B%22MGHiBv3bVHG5CXI2QkIAhrnP%22%5D&fileName=FLX_DK-Gds_FLUXNET2015_FULLSET_2020-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,MGHiBv3bVHG5CXI2QkIAhrnP,FLX_DK-Gds_FLUXNET2015_FULLSET_2020-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22MGHiBv3bVHG5CXI2QkIAhrnP%22%5D&fileName=FLX_DK-Gds_FLUXNET2015_FULLSET_2020-2020_beta-3.zip,https://meta.icos-cp.eu/objects/MGHiBv3bVHG5CXI2QkIAhrnP,https://data.icos-cp.eu/objects/MGHiBv3bVHG5CXI2QkIAhrnP,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2020-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:39:46.729764Z,"Friborg, T., Jensen, R., Uldall, F., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Gludsted Plantage. https://doi.org/10.18160/DMM6-H3V2"
DK-Sor,Soroe,DK,ICOS,FLX,FLX,Deciduous Broadleaf Forests,1996,2020,55.48587,11.644645,https://data.icos-cp.eu/licence_accept?ids=%5B%22cBd7YjpjwFq48VDUgnbsG6aC%22%5D&fileName=FLX_DK-Sor_FLUXNET2015_FULLSET_1996-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,cBd7YjpjwFq48VDUgnbsG6aC,FLX_DK-Sor_FLUXNET2015_FULLSET_1996-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22cBd7YjpjwFq48VDUgnbsG6aC%22%5D&fileName=FLX_DK-Sor_FLUXNET2015_FULLSET_1996-2020_beta-3.zip,https://meta.icos-cp.eu/objects/cBd7YjpjwFq48VDUgnbsG6aC,https://data.icos-cp.eu/objects/cBd7YjpjwFq48VDUgnbsG6aC,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,1996-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:39:52.748045Z,"Ibrom, A., Pilegaard, K., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Soroe. https://doi.org/10.18160/X4DF-R4S2"
ES-Abr,Albuera,ES,ICOS,FLX,FLX,Savannas,2015,2020,38.70184,-6.785881,https://data.icos-cp.eu/licence_accept?ids=%5B%22bCMzJsYq9gzcE4pHNpJjToEp%22%5D&fileName=FLX_ES-Abr_FLUXNET2015_FULLSET_2015-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,bCMzJsYq9gzcE4pHNpJjToEp,FLX_ES-Abr_FLUXNET2015_FULLSET_2015-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22bCMzJsYq9gzcE4pHNpJjToEp%22%5D&fileName=FLX_ES-Abr_FLUXNET2015_FULLSET_2015-2020_beta-3.zip,https://meta.icos-cp.eu/objects/bCMzJsYq9gzcE4pHNpJjToEp,https://data.icos-cp.eu/objects/bCMzJsYq9gzcE4pHNpJjToEp,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2015-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:39:56.718363Z,"El-Madany, T.S., Migliavacca, M., Carrara, A., Reichstein, M., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Albuera. https://doi.org/10.18160/BWYS-J050"
ES-Agu,Aguamarga,ES,ICOS,FLX,FLX,Open Shrublands,2006,2020,36.939384,-2.034044,https://data.icos-cp.eu/licence_accept?ids=%5B%22CFikoPKuAOjWQmgvHhVASAXk%22%5D&fileName=FLX_ES-Agu_FLUXNET2015_FULLSET_2006-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,CFikoPKuAOjWQmgvHhVASAXk,FLX_ES-Agu_FLUXNET2015_FULLSET_2006-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22CFikoPKuAOjWQmgvHhVASAXk%22%5D&fileName=FLX_ES-Agu_FLUXNET2015_FULLSET_2006-2020_beta-3.zip,https://meta.icos-cp.eu/objects/CFikoPKuAOjWQmgvHhVASAXk,https://data.icos-cp.eu/objects/CFikoPKuAOjWQmgvHhVASAXk,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2006-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:40:00.493739Z,"Poveda, F.D., Perez-Priego, O., Sanchez-Canete, E.P., Lopez Ballesteros, A., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Aguamarga. https://doi.org/10.18160/3V53-5P08"
ES-Cnd,Conde,ES,ICOS,FLX,FLX,Woody Savannas,2014,2020,37.914997,-3.227659,https://data.icos-cp.eu/licence_accept?ids=%5B%22Tn3SEuWLHZ9HVO2lWqKrLaBd%22%5D&fileName=FLX_ES-Cnd_FLUXNET2015_FULLSET_2014-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,Tn3SEuWLHZ9HVO2lWqKrLaBd,FLX_ES-Cnd_FLUXNET2015_FULLSET_2014-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22Tn3SEuWLHZ9HVO2lWqKrLaBd%22%5D&fileName=FLX_ES-Cnd_FLUXNET2015_FULLSET_2014-2020_beta-3.zip,https://meta.icos-cp.eu/objects/Tn3SEuWLHZ9HVO2lWqKrLaBd,https://data.icos-cp.eu/objects/Tn3SEuWLHZ9HVO2lWqKrLaBd,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2014-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:40:03.671906Z,"Aranda-Barranco, S., Kowalski, A., Serrano, P., Sanchez-Canete, E.P., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Conde. https://doi.org/10.18160/CE89-PV14"
ES-LJu,Llano de los Juanes,ES,ICOS,FLX,FLX,Open Shrublands,2004,2020,36.926594,-2.752115,https://data.icos-cp.eu/licence_accept?ids=%5B%22vNhmXYVa08fqcXSNBCHGKtmQ%22%5D&fileName=FLX_ES-LJu_FLUXNET2015_FULLSET_2004-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,vNhmXYVa08fqcXSNBCHGKtmQ,FLX_ES-LJu_FLUXNET2015_FULLSET_2004-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22vNhmXYVa08fqcXSNBCHGKtmQ%22%5D&fileName=FLX_ES-LJu_FLUXNET2015_FULLSET_2004-2020_beta-3.zip,https://meta.icos-cp.eu/objects/vNhmXYVa08fqcXSNBCHGKtmQ,https://data.icos-cp.eu/objects/vNhmXYVa08fqcXSNBCHGKtmQ,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2004-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:40:08.417942Z,"Sanchez-Canete, E.P., Moya Jimenez, M.R., Czerný, R., Perez-Priego, O., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Llano de los Juanes. https://doi.org/10.18160/04BF-3AFE"
ES-LM1,Majadas del Tietar North,ES,ICOS,FLX,FLX,Savannas,2014,2020,39.94269,-5.778683,https://data.icos-cp.eu/licence_accept?ids=%5B%22S6GQYuCCMzWV2v06mJ_lwbo4%22%5D&fileName=FLX_ES-LM1_FLUXNET2015_FULLSET_2014-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,S6GQYuCCMzWV2v06mJ_lwbo4,FLX_ES-LM1_FLUXNET2015_FULLSET_2014-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22S6GQYuCCMzWV2v06mJ_lwbo4%22%5D&fileName=FLX_ES-LM1_FLUXNET2015_FULLSET_2014-2020_beta-3.zip,https://meta.icos-cp.eu/objects/S6GQYuCCMzWV2v06mJ_lwbo4,https://data.icos-cp.eu/objects/S6GQYuCCMzWV2v06mJ_lwbo4,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2014-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:40:19.432009Z,"Migliavacca, M., El-Madany, T.S., Carrara, A., Reichstein, M., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Majadas del Tietar North. https://doi.org/10.18160/J5YA-QZR1"
ES-LM2,Majadas del Tietar South,ES,ICOS,FLX,FLX,Savannas,2014,2020,39.934593,-5.775881,https://data.icos-cp.eu/licence_accept?ids=%5B%22uGqcLzQu62mNqNU5X7YMqm_a%22%5D&fileName=FLX_ES-LM2_FLUXNET2015_FULLSET_2014-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,uGqcLzQu62mNqNU5X7YMqm_a,FLX_ES-LM2_FLUXNET2015_FULLSET_2014-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22uGqcLzQu62mNqNU5X7YMqm_a%22%5D&fileName=FLX_ES-LM2_FLUXNET2015_FULLSET_2014-2020_beta-3.zip,https://meta.icos-cp.eu/objects/uGqcLzQu62mNqNU5X7YMqm_a,https://data.icos-cp.eu/objects/uGqcLzQu62mNqNU5X7YMqm_a,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2014-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:40:23.249964Z,"El-Madany, T.S., Migliavacca, M., Carrara, A., Reichstein, M., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Majadas del Tietar South. https://doi.org/10.18160/G6H4-6AY6"
FI-Hyy,Hyytiala,FI,ICOS,FLX,FLX,Evergreen Needleleaf Forests,1996,2020,61.84741,24.29477,https://data.icos-cp.eu/licence_accept?ids=%5B%22yT6Yil9juot9Gffo111sBous%22%5D&fileName=FLX_FI-Hyy_FLUXNET2015_FULLSET_1996-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,yT6Yil9juot9Gffo111sBous,FLX_FI-Hyy_FLUXNET2015_FULLSET_1996-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22yT6Yil9juot9Gffo111sBous%22%5D&fileName=FLX_FI-Hyy_FLUXNET2015_FULLSET_1996-2020_beta-3.zip,https://meta.icos-cp.eu/objects/yT6Yil9juot9Gffo111sBous,https://data.icos-cp.eu/objects/yT6Yil9juot9Gffo111sBous,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,1996-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:40:30.845814Z,"Mammarella, I., Vesala, T., Kolari, P., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Hyytiälä. https://doi.org/10.18160/XTBV-XCJV"
