site_id,site_name,country,data_hub,network,source_network,vegetation_type,first_year,last_year,latitude,longitude,download_link,download_mode,source,source_label,source_reason,source_priority,source_origin,object_id,file_name,direct_download_url,metadata_url,access_url,object_spec,project,coverage_start,coverage_end,production_end,citation
IT-BFt,Bosco Fontana,IT,ICOS,FLX,FLX,Deciduous Broadleaf Forests,2019,2020,45.197754,10.741966,https://data.icos-cp.eu/licence_accept?ids=%5B%227eL4KnCc24Deft2-FhVs_mXt%22%5D&fileName=FLX_IT-BFt_FLUXNET2015_FULLSET_2019-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,7eL4KnCc24Deft2-FhVs_mXt,FLX_IT-BFt_FLUXNET2015_FULLSET_2019-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%227eL4KnCc24Deft2-FhVs_mXt%22%5D&fileName=FLX_IT-BFt_FLUXNET2015_FULLSET_2019-2020_beta-3.zip,https://meta.icos-cp.eu/objects/7eL4KnCc24Deft2-FhVs_mXt,https://data.icos-cp.eu/objects/7eL4KnCc24Deft2-FhVs_mXt,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2019-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:42:04.174661Z,"Gerosa, G., Finco, A., Marzuoli, R., Chiesa, M., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Bosco Fontana. https://doi.org/10.18160/M6XJ-Q0B3"
IT-Cp2,Castelporziano2,IT,ICOS,FLX,FLX,Mixed Forests,2012,2020,41.704266,12.357293,https://data.icos-cp.eu/licence_accept?ids=%5B%22lM-nq-nQl9rVregwPNL1KMm7%22%5D&fileName=FLX_IT-Cp2_FLUXNET2015_FULLSET_2012-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,lM-nq-nQl9rVregwPNL1KMm7,FLX_IT-Cp2_FLUXNET2015_FULLSET_2012-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22lM-nq-nQl9rVregwPNL1KMm7%22%5D&fileName=FLX_IT-Cp2_FLUXNET2015_FULLSET_2012-2020_beta-3.zip,https://meta.icos-cp.eu/objects/lM-nq-nQl9rVregwPNL1KMm7,https://data.icos-cp.eu/objects/lM-nq-nQl9rVregwPNL1KMm7,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2012-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:42:12.787986Z,"Fares, S., Conte, A., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Castelporziano2. https://doi.org/10.18160/WSAC-6XY6"
IT-Lav,Lavarone,IT,ICOS,FLX,FLX,Evergreen Needleleaf Forests,2003,2020,45.9562,11.28132,https://data.icos-cp.eu/licence_accept?ids=%5B%22sGAyjVH6yGkMrbzo-VSfMS3T%22%5D&fileName=FLX_IT-Lav_FLUXNET2015_FULLSET_2003-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,sGAyjVH6yGkMrbzo-VSfMS3T,FLX_IT-Lav_FLUXNET2015_FULLSET_2003-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22sGAyjVH6yGkMrbzo-VSfMS3T%22%5D&fileName=FLX_IT-Lav_FLUXNET2015_FULLSET_2003-2020_beta-3.zip,https://meta.icos-cp.eu/objects/sGAyjVH6yGkMrbzo-VSfMS3T,https://data.icos-cp.eu/objects/sGAyjVH6yGkMrbzo-VSfMS3T,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2003-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:42:18.284904Z,"Gianelle, D., Belelli Marchesini, L., Sottocornola, M., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Lavarone. https://doi.org/10.18160/HZSQ-G19C"
IT-Lsn,Lison,IT,ICOS,FLX,FLX,Open Shrublands,2016,2020,45.740482,12.750297,https://data.icos-cp.eu/licence_accept?ids=%5B%22ZqCEuKhjxHFFPErG4LLR8Y3u%22%5D&fileName=FLX_IT-Lsn_FLUXNET2015_FULLSET_2016-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,ZqCEuKhjxHFFPErG4LLR8Y3u,FLX_IT-Lsn_FLUXNET2015_FULLSET_2016-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22ZqCEuKhjxHFFPErG4LLR8Y3u%22%5D&fileName=FLX_IT-Lsn_FLUXNET2015_FULLSET_2016-2020_beta-3.zip,https://meta.icos-cp.eu/objects/ZqCEuKhjxHFFPErG4LLR8Y3u,https://data.icos-cp.eu/objects/ZqCEuKhjxHFFPErG4LLR8Y3u,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2016-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:42:21.979841Z,"Pitacco, A., Vendrame, N., Meggio, F., Tezza, L., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Lison. https://doi.org/10.18160/4SJH-8T5D"
IT-MBo,Monte Bondone,IT,ICOS,FLX,FLX,Grasslands,2003,2020,46.01468,11.045831,https://data.icos-cp.eu/licence_accept?ids=%5B%22TpS_6HENQSySMMG8jkkAmaJp%22%5D&fileName=FLX_IT-MBo_FLUXNET2015_FULLSET_2003-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,TpS_6HENQSySMMG8jkkAmaJp,FLX_IT-MBo_FLUXNET2015_FULLSET_2003-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22TpS_6HENQSySMMG8jkkAmaJp%22%5D&fileName=FLX_IT-MBo_FLUXNET2015_FULLSET_2003-2020_beta-3.zip,https://meta.icos-cp.eu/objects/TpS_6HENQSySMMG8jkkAmaJp,https://data.icos-cp.eu/objects/TpS_6HENQSySMMG8jkkAmaJp,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2003-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:42:26.993943Z,"Gianelle, D., Belelli Marchesini, L., Marcolla, B., Sottocornola, M., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Monte Bondone. https://doi.org/10.18160/G9KE-399C"
IT-Ren,Renon,IT,ICOS,FLX,FLX,Evergreen Needleleaf Forests,1999,2020,46.58686,11.43369,https://data.icos-cp.eu/licence_accept?ids=%5B%22FftQL1DiZRGGLO7apld7s78r%22%5D&fileName=FLX_IT-Ren_FLUXNET2015_FULLSET_1999-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,FftQL1DiZRGGLO7apld7s78r,FLX_IT-Ren_FLUXNET2015_FULLSET_1999-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22FftQL1DiZRGGLO7apld7s78r%22%5D&fileName=FLX_IT-Ren_FLUXNET2015_FULLSET_1999-2020_beta-3.zip,https://meta.icos-cp.eu/objects/FftQL1DiZRGGLO7apld7s78r,https://data.icos-cp.eu/objects/FftQL1DiZRGGLO7apld7s78r,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,1999-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:42:32.128539Z,"Montagnani, L., Stecher, M., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Renon. https://doi.org/10.18160/WMCA-8P4P"
IT-SR2,San Rossore 2,IT,ICOS,FLX,FLX,Evergreen Needleleaf Forests,2013,2020,43.73202,10.29091,https://data.icos-cp.eu/licence_accept?ids=%5B%22bqA7N1QkO90Oz0QqzsUWsKnK%22%5D&fileName=FLX_IT-SR2_FLUXNET2015_FULLSET_2013-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,bqA7N1QkO90Oz0QqzsUWsKnK,FLX_IT-SR2_FLUXNET2015_FULLSET_2013-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22bqA7N1QkO90Oz0QqzsUWsKnK%22%5D&fileName=FLX_IT-SR2_FLUXNET2015_FULLSET_2013-2020_beta-3.zip,https://meta.icos-cp.eu/objects/bqA7N1QkO90Oz0QqzsUWsKnK,https://data.icos-cp.eu/objects/bqA7N1QkO90Oz0QqzsUWsKnK,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2013-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:42:36.113095Z,"Arriga, N., Goded, I., Manca, G., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from San Rossore 2. https://doi.org/10.18160/EPYB-PSFM"
IT-Tor,Torgnon,IT,ICOS,FLX,FLX,Grasslands,2008,2020,45.84444,7.578055,https://data.icos-cp.eu/licence_accept?ids=%5B%22Z_2oXYGQMwWFrMgVZMHfDbrP%22%5D&fileName=FLX_IT-Tor_FLUXNET2015_FULLSET_2008-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,Z_2oXYGQMwWFrMgVZMHfDbrP,FLX_IT-Tor_FLUXNET2015_FULLSET_2008-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22Z_2oXYGQMwWFrMgVZMHfDbrP%22%5D&fileName=FLX_IT-Tor_FLUXNET2015_FULLSET_2008-2020_beta-3.zip,https://meta.icos-cp.eu/objects/Z_2oXYGQMwWFrMgVZMHfDbrP,https://data.icos-cp.eu/objects/Z_2oXYGQMwWFrMgVZMHfDbrP,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2008-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:42:39.758775Z,"Cremonese, E., Galvagno, M., Morra di Cella, U., Migliavacca, M., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Torgnon. https://doi.org/10.18160/9J7C-Q5QP"
NL-Loo,Loobos,NL,ICOS,FLX,FLX,Evergreen Needleleaf Forests,1996,2018,52.166447,5.74355,https://data.icos-cp.eu/licence_accept?ids=%5B%22xJKKbVMsJQr-x5vldv08vAUZ%22%5D&fileName=FLX_NL-Loo_FLUXNET2015_FULLSET_1996-2018_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,xJKKbVMsJQr-x5vldv08vAUZ,FLX_NL-Loo_FLUXNET2015_FULLSET_1996-2018_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22xJKKbVMsJQr-x5vldv08vAUZ%22%5D&fileName=FLX_NL-Loo_FLUXNET2015_FULLSET_1996-2018_beta-3.zip,https://meta.icos-cp.eu/objects/xJKKbVMsJQr-x5vldv08vAUZ,https://data.icos-cp.eu/objects/xJKKbVMsJQr-x5vldv08vAUZ,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,1996-01-01T00:00:00Z,2019-01-01T00:00:00Z,2020-03-06T10:59:15.182Z,"Kruijt, B., ICOS Ecosystem Thematic Centre, 2020. Drought-2018 ecosystem eddy covariance flux product from Loobos. https://doi.org/10.18160/MV3K-WM09"
RU-Fy2,Fyodorovskoye dry spruce stand,RU,ICOS,FLX,FLX,Evergreen Needleleaf Forests,2015,2020,56.4476,32.90188,https://data.icos-cp.eu/licence_accept?ids=%5B%22zh2o2m4z0w6_AA3paVNph3h2%22%5D&fileName=FLX_RU-Fy2_FLUXNET2015_FULLSET_2015-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,zh2o2m4z0w6_AA3paVNph3h2,FLX_RU-Fy2_FLUXNET2015_FULLSET_2015-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22zh2o2m4z0w6_AA3paVNph3h2%22%5D&fileName=FLX_RU-Fy2_FLUXNET2015_FULLSET_2015-2020_beta-3.zip,https://meta.icos-cp.eu/objects/zh2o2m4z0w6_AA3paVNph3h2,https://data.icos-cp.eu/objects/zh2o2m4z0w6_AA3paVNph3h2,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2015-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:42:47.157867Z,"Varlagin, A., Kurbatova, J., Vygodskaya, N., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Fyodorovskoye dry spruce stand. https://doi.org/10.18160/WK2C-VM7N"
RU-Fyo,Fyodorovskoye,RU,ICOS,FLX,FLX,Evergreen Needleleaf Forests,1998,2020,56.46153,32.922085,https://data.icos-cp.eu/licence_accept?ids=%5B%224bgr975VArEAkj4217eGGdcy%22%5D&fileName=FLX_RU-Fyo_FLUXNET2015_FULLSET_1998-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,4bgr975VArEAkj4217eGGdcy,FLX_RU-Fyo_FLUXNET2015_FULLSET_1998-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%224bgr975VArEAkj4217eGGdcy%22%5D&fileName=FLX_RU-Fyo_FLUXNET2015_FULLSET_1998-2020_beta-3.zip,https://meta.icos-cp.eu/objects/4bgr975VArEAkj4217eGGdcy,https://data.icos-cp.eu/objects/4bgr975VArEAkj4217eGGdcy,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,1998-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:42:54.509243Z,"Varlagin, A., Kurbatova, J., Vygodskaya, N., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Fyodorovskoye. https://doi.org/10.18160/XMER-D4NR"
SE-Deg,Degero,SE,ICOS,FLX,FLX,Permanent Wetlands,2001,2020,64.18203,19.55654,https://data.icos-cp.eu/licence_accept?ids=%5B%22JAE0OodUqPX35Q-R27nWZv3s%22%5D&fileName=FLX_SE-Deg_FLUXNET2015_FULLSET_2001-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,JAE0OodUqPX35Q-R27nWZv3s,FLX_SE-Deg_FLUXNET2015_FULLSET_2001-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22JAE0OodUqPX35Q-R27nWZv3s%22%5D&fileName=FLX_SE-Deg_FLUXNET2015_FULLSET_2001-2020_beta-3.zip,https://meta.icos-cp.eu/objects/JAE0OodUqPX35Q-R27nWZv3s,https://data.icos-cp.eu/objects/JAE0OodUqPX35Q-R27nWZv3s,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2001-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:42:59.985409Z,"Nilsson, M.B., Ottosson Lofvenius, M., Peichl, M., Holst, J., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Degerö. https://doi.org/10.18160/MJNM-N9F8"
SE-Htm,Hyltemossa,SE,ICOS,FLX,FLX,Evergreen Needleleaf Forests,2015,2020,56.09763,13.41897,https://data.icos-cp.eu/licence_accept?ids=%5B%22YJkrKWJx317TTXKmMk4XZRif%22%5D&fileName=FLX_SE-Htm_FLUXNET2015_FULLSET_2015-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,YJkrKWJx317TTXKmMk4XZRif,FLX_SE-Htm_FLUXNET2015_FULLSET_2015-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22YJkrKWJx317TTXKmMk4XZRif%22%5D&fileName=FLX_SE-Htm_FLUXNET2015_FULLSET_2015-2020_beta-3.zip,https://meta.icos-cp.eu/objects/YJkrKWJx317TTXKmMk4XZRif,https://data.icos-cp.eu/objects/YJkrKWJx317TTXKmMk4XZRif,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2015-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:43:03.411086Z,"Heliasz, M., Holst, J., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Hyltemossa. https://doi.org/10.18160/HQJA-PCXX"
SE-Lnn,Lanna,SE,ICOS,FLX,FLX,,2014,2018,58.34063,13.10177,https://data.icos-cp.eu/licence_accept?ids=%5B%22Tql1hGSd5UJKUCNlQQrDiQaj%22%5D&fileName=FLX_SE-Lnn_FLUXNET2015_FULLSET_2014-2018_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,Tql1hGSd5UJKUCNlQQrDiQaj,FLX_SE-Lnn_FLUXNET2015_FULLSET_2014-2018_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22Tql1hGSd5UJKUCNlQQrDiQaj%22%5D&fileName=FLX_SE-Lnn_FLUXNET2015_FULLSET_2014-2018_beta-3.zip,https://meta.icos-cp.eu/objects/Tql1hGSd5UJKUCNlQQrDiQaj,https://data.icos-cp.eu/objects/Tql1hGSd5UJKUCNlQQrDiQaj,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2014-01-01T00:00:00Z,2019-01-01T00:00:00Z,2020-03-06T11:00:02.453Z,"Weslien, P., ICOS Ecosystem Thematic Centre, 2020. Drought-2018 ecosystem eddy covariance flux product from Lanna. https://doi.org/10.18160/5GZQ-S6Z0"
SE-Nor,Norunda,SE,ICOS,FLX,FLX,Evergreen Needleleaf Forests,2014,2020,60.0865,17.479504,https://data.icos-cp.eu/licence_accept?ids=%5B%22f1tLJAI708YA5w37gX6UNQbY%22%5D&fileName=FLX_SE-Nor_FLUXNET2015_FULLSET_2014-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,f1tLJAI708YA5w37gX6UNQbY,FLX_SE-Nor_FLUXNET2015_FULLSET_2014-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22f1tLJAI708YA5w37gX6UNQbY%22%5D&fileName=FLX_SE-Nor_FLUXNET2015_FULLSET_2014-2020_beta-3.zip,https://meta.icos-cp.eu/objects/f1tLJAI708YA5w37gX6UNQbY,https://data.icos-cp.eu/objects/f1tLJAI708YA5w37gX6UNQbY,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2014-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:43:07.262284Z,"Mölder, M., Lankreijer, H., Lagergren, F., Holst, J., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Norunda. https://doi.org/10.18160/87R1-0HRM"
SE-Ros,Rosinedal-3,SE,ICOS,FLX,FLX,Evergreen Needleleaf Forests,2014,2020,64.16534,19.791416,https://data.icos-cp.eu/licence_accept?ids=%5B%22N5q7xRpGuvY95jyTgphht6ZA%22%5D&fileName=FLX_SE-Ros_FLUXNET2015_FULLSET_2014-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,N5q7xRpGuvY95jyTgphht6ZA,FLX_SE-Ros_FLUXNET2015_FULLSET_2014-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22N5q7xRpGuvY95jyTgphht6ZA%22%5D&fileName=FLX_SE-Ros_FLUXNET2015_FULLSET_2014-2020_beta-3.zip,https://meta.icos-cp.eu/objects/N5q7xRpGuvY95jyTgphht6ZA,https://data.icos-cp.eu/objects/N5q7xRpGuvY95jyTgphht6ZA,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2014-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:43:14.232764Z,"Peichl, M., Nilsson, M.B., Pilegaard, K., de Simon, G., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Rosinedal-3. https://doi.org/10.18160/RJ1S-CC2Z"
SE-Svb,Svartberget,SE,ICOS,FLX,FLX,Evergreen Needleleaf Forests,2014,2020,64.25611,19.7745,https://data.icos-cp.eu/licence_accept?ids=%5B%22ujM7vxk12vKCoquLSToLG18z%22%5D&fileName=FLX_SE-Svb_FLUXNET2015_FULLSET_2014-2020_beta-3.zip,direct,ICOS,ICOS,Discovered directly from ICOS Carbon Portal FLUXNET metadata.,300,icos_direct,ujM7vxk12vKCoquLSToLG18z,FLX_SE-Svb_FLUXNET2015_FULLSET_2014-2020_beta-3.zip,https://data.icos-cp.eu/licence_accept?ids=%5B%22ujM7vxk12vKCoquLSToLG18z%22%5D&fileName=FLX_SE-Svb_FLUXNET2015_FULLSET_2014-2020_beta-3.zip,https://meta.icos-cp.eu/objects/ujM7vxk12vKCoquLSToLG18z,https://data.icos-cp.eu/objects/ujM7vxk12vKCoquLSToLG18z,http://meta.icos-cp.eu/resources/cpmeta/miscFluxnetArchiveProduct,http://meta.icos-cp.eu/resources/projects/FLUXNET,2014-01-01T00:00:00Z,2021-01-01T00:00:00Z,2022-01-27T16:43:18.003946Z,"Peichl, M., Ottosson Lofvenius, M., Nilsson, M.B., Marklund, P., ICOS Ecosystem Thematic Centre, 2022. Warm winter 2020 ecosystem eddy covariance flux product from Svartberget. https://doi.org/10.18160/XWNX-9FWC"
