month,source_file,raw_min,raw_max,scaled_min,scaled_max,fill_value_count,raw_nan_count,scaled_nan_count,nodata_check_passed
2006-08,/Users/trevorkeenan/Data/CEDAR_GPP/LT_CFE-Hybrid_NT/CEDAR-GPP_v01_LT_CFE-Hybrid_NT_200608.nc,2.0,1765.0,0.019999999552965164,17.649999618530273,21024091,0,21024091,True
2006-09,/Users/trevorkeenan/Data/CEDAR_GPP/LT_CFE-Hybrid_NT/CEDAR-GPP_v01_LT_CFE-Hybrid_NT_200609.nc,0.0,1307.0,0.0,13.069999694824219,21024091,0,21024091,True
2006-10,/Users/trevorkeenan/Data/CEDAR_GPP/LT_CFE-Hybrid_NT/CEDAR-GPP_v01_LT_CFE-Hybrid_NT_200610.nc,0.0,1252.0,0.0,12.519999504089355,21024091,0,21024091,True
2006-11,/Users/trevorkeenan/Data/CEDAR_GPP/LT_CFE-Hybrid_NT/CEDAR-GPP_v01_LT_CFE-Hybrid_NT_200611.nc,0.0,1196.0,0.0,11.960000038146973,21024091,0,21024091,True
2006-12,/Users/trevorkeenan/Data/CEDAR_GPP/LT_CFE-Hybrid_NT/CEDAR-GPP_v01_LT_CFE-Hybrid_NT_200612.nc,0.0,1352.0,0.0,13.519999504089355,21024091,0,21024091,True
2007-01,/Users/trevorkeenan/Data/CEDAR_GPP/LT_CFE-Hybrid_NT/CEDAR-GPP_v01_LT_CFE-Hybrid_NT_200701.nc,0.0,1482.0,0.0,14.819999694824219,21024091,0,21024091,True
2007-02,/Users/trevorkeenan/Data/CEDAR_GPP/LT_CFE-Hybrid_NT/CEDAR-GPP_v01_LT_CFE-Hybrid_NT_200702.nc,0.0,1471.0,0.0,14.710000038146973,21024091,0,21024091,True
2007-03,/Users/trevorkeenan/Data/CEDAR_GPP/LT_CFE-Hybrid_NT/CEDAR-GPP_v01_LT_CFE-Hybrid_NT_200703.nc,0.0,1328.0,0.0,13.279999732971191,21024091,0,21024091,True
2007-04,/Users/trevorkeenan/Data/CEDAR_GPP/LT_CFE-Hybrid_NT/CEDAR-GPP_v01_LT_CFE-Hybrid_NT_200704.nc,0.0,1253.0,0.0,12.529999732971191,21024091,0,21024091,True
2007-05,/Users/trevorkeenan/Data/CEDAR_GPP/LT_CFE-Hybrid_NT/CEDAR-GPP_v01_LT_CFE-Hybrid_NT_200705.nc,1.0,1293.0,0.009999999776482582,12.929999351501465,21024091,0,21024091,True
2007-06,/Users/trevorkeenan/Data/CEDAR_GPP/LT_CFE-Hybrid_NT/CEDAR-GPP_v01_LT_CFE-Hybrid_NT_200706.nc,0.0,1593.0,0.0,15.929999351501465,21024091,0,21024091,True
2007-07,/Users/trevorkeenan/Data/CEDAR_GPP/LT_CFE-Hybrid_NT/CEDAR-GPP_v01_LT_CFE-Hybrid_NT_200707.nc,1.0,1853.0,0.009999999776482582,18.529998779296875,21024091,0,21024091,True
2007-08,/Users/trevorkeenan/Data/CEDAR_GPP/LT_CFE-Hybrid_NT/CEDAR-GPP_v01_LT_CFE-Hybrid_NT_200708.nc,2.0,1783.0,0.019999999552965164,17.829999923706055,21024091,0,21024091,True
2007-09,/Users/trevorkeenan/Data/CEDAR_GPP/LT_CFE-Hybrid_NT/CEDAR-GPP_v01_LT_CFE-Hybrid_NT_200709.nc,0.0,1338.0,0.0,13.380000114440918,21024091,0,21024091,True
2007-10,/Users/trevorkeenan/Data/CEDAR_GPP/LT_CFE-Hybrid_NT/CEDAR-GPP_v01_LT_CFE-Hybrid_NT_200710.nc,0.0,1277.0,0.0,12.769999504089355,21024091,0,21024091,True
2007-11,/Users/trevorkeenan/Data/CEDAR_GPP/LT_CFE-Hybrid_NT/CEDAR-GPP_v01_LT_CFE-Hybrid_NT_200711.nc,0.0,1219.0,0.0,12.1899995803833,21024091,0,21024091,True
2007-12,/Users/trevorkeenan/Data/CEDAR_GPP/LT_CFE-Hybrid_NT/CEDAR-GPP_v01_LT_CFE-Hybrid_NT_200712.nc,0.0,1374.0,0.0,13.739999771118164,21024091,0,21024091,True
2008-01,/Users/trevorkeenan/Data/CEDAR_GPP/LT_CFE-Hybrid_NT/CEDAR-GPP_v01_LT_CFE-Hybrid_NT_200801.nc,0.0,1457.0,0.0,14.569999694824219,21024091,0,21024091,True
2008-02,/Users/trevorkeenan/Data/CEDAR_GPP/LT_CFE-Hybrid_NT/CEDAR-GPP_v01_LT_CFE-Hybrid_NT_200802.nc,0.0,1511.0,0.0,15.109999656677246,21024091,0,21024091,True
2008-03,/Users/trevorkeenan/Data/CEDAR_GPP/LT_CFE-Hybrid_NT/CEDAR-GPP_v01_LT_CFE-Hybrid_NT_200803.nc,0.0,1262.0,0.0,12.619999885559082,21024091,0,21024091,True
2008-04,/Users/trevorkeenan/Data/CEDAR_GPP/LT_CFE-Hybrid_NT/CEDAR-GPP_v01_LT_CFE-Hybrid_NT_200804.nc,0.0,1260.0,0.0,12.59999942779541,21024091,0,21024091,True
2008-05,/Users/trevorkeenan/Data/CEDAR_GPP/LT_CFE-Hybrid_NT/CEDAR-GPP_v01_LT_CFE-Hybrid_NT_200805.nc,2.0,1359.0,0.019999999552965164,13.59000015258789,21024091,0,21024091,True
2008-06,/Users/trevorkeenan/Data/CEDAR_GPP/LT_CFE-Hybrid_NT/CEDAR-GPP_v01_LT_CFE-Hybrid_NT_200806.nc,0.0,1593.0,0.0,15.929999351501465,21024091,0,21024091,True
2008-07,/Users/trevorkeenan/Data/CEDAR_GPP/LT_CFE-Hybrid_NT/CEDAR-GPP_v01_LT_CFE-Hybrid_NT_200807.nc,0.0,1777.0,0.0,17.770000457763672,21024091,0,21024091,True
2008-08,/Users/trevorkeenan/Data/CEDAR_GPP/LT_CFE-Hybrid_NT/CEDAR-GPP_v01_LT_CFE-Hybrid_NT_200808.nc,1.0,1698.0,0.009999999776482582,16.979999542236328,21024091,0,21024091,True
2008-09,/Users/trevorkeenan/Data/CEDAR_GPP/LT_CFE-Hybrid_NT/CEDAR-GPP_v01_LT_CFE-Hybrid_NT_200809.nc,0.0,1273.0,0.0,12.729999542236328,21024091,0,21024091,True
2008-10,/Users/trevorkeenan/Data/CEDAR_GPP/LT_CFE-Hybrid_NT/CEDAR-GPP_v01_LT_CFE-Hybrid_NT_200810.nc,0.0,1336.0,0.0,13.359999656677246,21024091,0,21024091,True
2008-11,/Users/trevorkeenan/Data/CEDAR_GPP/LT_CFE-Hybrid_NT/CEDAR-GPP_v01_LT_CFE-Hybrid_NT_200811.nc,0.0,1283.0,0.0,12.829999923706055,21024091,0,21024091,True
2008-12,/Users/trevorkeenan/Data/CEDAR_GPP/LT_CFE-Hybrid_NT/CEDAR-GPP_v01_LT_CFE-Hybrid_NT_200812.nc,0.0,1261.0,0.0,12.609999656677246,21024091,0,21024091,True
2009-01,/Users/trevorkeenan/Data/CEDAR_GPP/LT_CFE-Hybrid_NT/CEDAR-GPP_v01_LT_CFE-Hybrid_NT_200901.nc,0.0,1439.0,0.0,14.389999389648438,21024091,0,21024091,True
2009-02,/Users/trevorkeenan/Data/CEDAR_GPP/LT_CFE-Hybrid_NT/CEDAR-GPP_v01_LT_CFE-Hybrid_NT_200902.nc,0.0,1511.0,0.0,15.109999656677246,21024091,0,21024091,True
2009-03,/Users/trevorkeenan/Data/CEDAR_GPP/LT_CFE-Hybrid_NT/CEDAR-GPP_v01_LT_CFE-Hybrid_NT_200903.nc,0.0,1420.0,0.0,14.199999809265137,21024091,0,21024091,True
2009-04,/Users/trevorkeenan/Data/CEDAR_GPP/LT_CFE-Hybrid_NT/CEDAR-GPP_v01_LT_CFE-Hybrid_NT_200904.nc,0.0,1223.0,0.0,12.229999542236328,21024091,0,21024091,True
2009-05,/Users/trevorkeenan/Data/CEDAR_GPP/LT_CFE-Hybrid_NT/CEDAR-GPP_v01_LT_CFE-Hybrid_NT_200905.nc,3.0,1305.0,0.029999999329447746,13.049999237060547,21024091,0,21024091,True
2009-06,/Users/trevorkeenan/Data/CEDAR_GPP/LT_CFE-Hybrid_NT/CEDAR-GPP_v01_LT_CFE-Hybrid_NT_200906.nc,0.0,1616.0,0.0,16.15999984741211,21024091,0,21024091,True
2009-07,/Users/trevorkeenan/Data/CEDAR_GPP/LT_CFE-Hybrid_NT/CEDAR-GPP_v01_LT_CFE-Hybrid_NT_200907.nc,0.0,1729.0,0.0,17.28999900817871,21024091,0,21024091,True
2009-08,/Users/trevorkeenan/Data/CEDAR_GPP/LT_CFE-Hybrid_NT/CEDAR-GPP_v01_LT_CFE-Hybrid_NT_200908.nc,2.0,1663.0,0.019999999552965164,16.6299991607666,21024091,0,21024091,True
2009-09,/Users/trevorkeenan/Data/CEDAR_GPP/LT_CFE-Hybrid_NT/CEDAR-GPP_v01_LT_CFE-Hybrid_NT_200909.nc,0.0,1343.0,0.0,13.429999351501465,21024091,0,21024091,True
2009-10,/Users/trevorkeenan/Data/CEDAR_GPP/LT_CFE-Hybrid_NT/CEDAR-GPP_v01_LT_CFE-Hybrid_NT_200910.nc,0.0,1298.0,0.0,12.979999542236328,21024091,0,21024091,True
2009-11,/Users/trevorkeenan/Data/CEDAR_GPP/LT_CFE-Hybrid_NT/CEDAR-GPP_v01_LT_CFE-Hybrid_NT_200911.nc,0.0,1237.0,0.0,12.369999885559082,21024091,0,21024091,True
2009-12,/Users/trevorkeenan/Data/CEDAR_GPP/LT_CFE-Hybrid_NT/CEDAR-GPP_v01_LT_CFE-Hybrid_NT_200912.nc,0.0,1313.0,0.0,13.130000114440918,21024091,0,21024091,True
